"","tipo_trabalho","funcao_trabalho","proportion","proportion_se","total","total_se","descricao","mes"
"130","Empregador","18",0.0360694355730782,0.00357898888047546,95113.142305113,9406.86067501725,"Pedreiro, servente de pedreiro, pintor, eletricista, marceneiro","agosto"
"131","Empregador","19",0.0360973341728732,0.00347108309510695,95186.709397313,9173.41241771632,"Mecânico de veículos, máquinas industriais etc.","agosto"
"132","Empregador","20",0.00953809498678241,0.00174327030406483,25151.438368352,4618.70015277838,"Artesão, costureiro e sapateiro","agosto"
"133","Empregador","21",0.0109376017421589,0.00180380967507249,28841.86166071,4784.03839747361,"Cabeleireiro, manicure e afins","agosto"
"134","Empregador","23",0.0016968285022959,0.000727829480866438,4474.44458839,1918.64778671091,"Auxiliar de produção, de carga e descarga;","agosto"
"135","Empregador","25",0.000453775958372293,0.000233607164202426,1196.582553,615.41157340815,"Pedagogo, professor de idiomas, música, arte e reforço escolar","agosto"
"136","Empregador","26",0.037660504842122,0.00416472295799504,99308.705540286,11424.4669460589,"Médico, enfermeiro, profissionais de saúde de nível superior","agosto"
"137","Empregador","27",0.00172393324992082,0.000639486362156115,4545.91833554,1686.23905093851,"Técnico, profissional da saúde de nível médio","agosto"
"138","Empregador","29",0.000933454907653644,0.000509524193644392,2461.46988597,1344.53015195805,"Segurança, vigilante, outro trabalhador dos serviços de proteção","agosto"
"139","Empregador","32",0.00109807689728549,0.000854962623381616,2895.56913032,2258.82609458309,"Artista, religioso (padre, pastor etc.)","agosto"
"140","Empregador","33",0.278424777685331,0.0131673961687052,734191.014650088,45573.7164058531,"Diretor, gerente, cargo político ou comissionado","agosto"
"141","Empregador","34",0.106406750574265,0.00723736154630919,280588.82122205,21210.8913664749,"Outra profissão de nível superior (advogado, engenheiro, contador, jornalista etc.)","agosto"
"142","Empregador","35",0.0152491015961397,0.00253595337183478,40211.052573867,6726.75104145224,"Outro técnico ou profissional de nível médio","agosto"
"143","Empregador","36",0.0829206487667361,0.00608191914959839,218657.246526738,16641.0747462053,"Outros","agosto"
"144","Trabalhador por conta própria","06",0.0821573822620414,0.00214308874975196,1891606.54350624,52629.6509459519,"Comerciante (dono do bar, da loja etc.)","agosto"
"145","Trabalhador por conta própria","08",0.0563018368228461,0.00172011675902085,1296303.75278792,41330.4573773419,"Vendedor a domicílio, representante de vendas, vendedor de catálogo (Avon, Natura etc.)","agosto"
"146","Trabalhador por conta própria","09",0.041126064890136,0.00143243126962077,946894.013817504,33909.5631049697,"Vendedor ambulante (feirante, camelô, comerciante de rua, quiosque)","agosto"
"147","Trabalhador por conta própria","10",0.0116694716940303,0.000794257640523979,268680.043203949,18452.035170445,"Cozinheiro e garçon (de restaurantes, empresas)","agosto"
"148","Trabalhador por conta própria","11",0.0159438818221584,0.00088515883703085,367094.841063593,20564.3742695425,"Padeiro, açougueiro e doceiro","agosto"
"149","Trabalhador por conta própria","12",0.161015388915419,0.00309713265292876,3707247.66164234,77452.4968499504,"Agricultor, criador de animais, pescador, silvicultor e jardineiro","agosto"
"150","Trabalhador por conta própria","13",0.0110094262641945,0.000644401458346675,253483.036925115,14899.3198141434,"Auxiliar da agropecuária (colhedor de frutas, boia fria, etc.)","agosto"
"151","Trabalhador por conta própria","14",0.0428713098968642,0.00137440727114533,987076.852947153,32134.7478145571,"Motorista (de aplicativo, de taxi, de van, de mototáxi, de ônibus)","agosto"
"152","Trabalhador por conta própria","15",0.0202003206745999,0.000973099997382424,465095.86499632,22698.082241726,"Motorista de caminhão (caminhoneiro),","agosto"
"153","Trabalhador por conta própria","16",0.00629008623774683,0.000628518286714023,144824.091992008,14538.9504366879,"Motoboy,","agosto"
"154","Trabalhador por conta própria","17",0.0109643718612492,0.000772050768575173,252445.696139921,17893.1815467046,"Entregador de mercadorias (de restaurante, de farmácia, de loja, Uber Eats, IFood, Rappy etc.)","agosto"
"155","Trabalhador por conta própria","18",0.170402650755248,0.00294030309100833,3923381.68919924,75712.8356453907,"Pedreiro, servente de pedreiro, pintor, eletricista, marceneiro","agosto"
"156","Trabalhador por conta própria","19",0.0334620821235486,0.00122080619035683,770437.077734066,28638.1329066742,"Mecânico de veículos, máquinas industriais etc.","agosto"
"157","Trabalhador por conta própria","20",0.0448228236115349,0.00151950015270206,1032008.86040376,35970.9053558623,"Artesão, costureiro e sapateiro","agosto"
"158","Trabalhador por conta própria","21",0.0589979926890769,0.00174364015931313,1358380.53686325,41567.7899073975,"Cabeleireiro, manicure e afins","agosto"
"159","Trabalhador por conta própria","23",0.00504563428451945,0.000456110062454047,116171.603402536,10525.8008460856,"Auxiliar de produção, de carga e descarga;","agosto"
"160","Trabalhador por conta própria","25",0.00695807915365896,0.000585243624924167,160204.082638801,13530.2023869684,"Pedagogo, professor de idiomas, música, arte e reforço escolar","agosto"
"161","Trabalhador por conta própria","26",0.0174176765729842,0.00101609936550064,401027.760025829,23775.8205830894,"Médico, enfermeiro, profissionais de saúde de nível superior","agosto"
"162","Trabalhador por conta própria","27",0.00237234541755524,0.000332179337121692,54621.313286145,7680.16771902532,"Técnico, profissional da saúde de nível médio","agosto"
"163","Trabalhador por conta própria","28",0.00392759463734062,0.000397072449196041,90429.654787895,9175.3322364558,"Cuidador de crianças, doentes ou idosos","agosto"
"164","Trabalhador por conta própria","29",0.00226971200435155,0.000321010516763297,52258.262874202,7394.1011610023,"Segurança, vigilante, outro trabalhador dos serviços de proteção","agosto"
"165","Trabalhador por conta própria","32",0.00510130655691977,0.000518692878210947,117453.411949313,11961.2712994325,"Artista, religioso (padre, pastor etc.)","agosto"
"166","Trabalhador por conta própria","33",0.0116253157674763,0.00092796251538795,267663.389102947,21581.6295224582,"Diretor, gerente, cargo político ou comissionado","agosto"
"167","Trabalhador por conta própria","34",0.056468908246158,0.00201820691192694,1300150.43568931,48324.5082621643,"Outra profissão de nível superior (advogado, engenheiro, contador, jornalista etc.)","agosto"
"168","Trabalhador por conta própria","35",0.0276203375938328,0.00127704816818539,635935.686944163,30137.9504682887,"Outro técnico ou profissional de nível médio","agosto"
"169","Trabalhador por conta própria","36",0.0939579992445086,0.0022369204167588,2163306.09973418,54996.3845903804,"Outros","agosto"
"170","Empregado","02",0.041604586481671,0.00116080863540197,1688303.11350793,49992.1470925636,"Faxineiro, auxiliar de limpeza etc. (em empresa pública ou privada),","novembro"
"171","Empregado","03",0.0739420193854113,0.0016018288920401,3000547.58632082,70355.7184357865,"Auxiliar de escritório, escriturário","novembro"
"172","Empregado","04",0.0318173357342617,0.000946625000017154,1291139.06725997,39305.399865809,"Secretária, recepcionista","novembro"
"173","Empregado","05",0.0133174851523722,0.000732516929399689,540420.024526649,30196.2688501553,"Operador de Telemarketing","novembro"
"174","Empregado","07",0.0949517160116811,0.00170172532850127,3853115.51759002,75888.3739364163,"Balconista, vendedor de loja","novembro"
"175","Empregado","08",0.0174223404105808,0.000780889905060535,706993.965022034,32749.7592549856,"Vendedor a domicílio, representante de vendas, vendedor de catálogo (Avon, Natura etc.)","novembro"
"176","Empregado","09",0.00233882327932199,0.000220311630720726,94908.829971516,8937.04893213616,"Vendedor ambulante (feirante, camelô, comerciante de rua, quiosque)","novembro"
"177","Empregado","10",0.0277526351897837,0.000936021670180573,1126194.59442539,39004.9807313158,"Cozinheiro e garçon (de restaurantes, empresas)","novembro"
"178","Empregado","11",0.0120611336549701,0.000606499916764581,489437.613112494,25091.1012431935,"Padeiro, açougueiro e doceiro","novembro"
"179","Empregado","12",0.0231870603580492,0.000895701008958041,940924.775513323,36510.5560719618,"Agricultor, criador de animais, pescador, silvicultor e jardineiro","novembro"
"180","Empregado","13",0.0285421209811908,0.00105080432150956,1158231.71899314,42674.6158758795,"Auxiliar da agropecuária (colhedor de frutas, boia fria, etc.)","novembro"
"181","Empregado","14",0.0184443954242797,0.000735722290691695,748468.687107407,30614.5332982788,"Motorista (de aplicativo, de taxi, de van, de mototáxi, de ônibus)","novembro"
"182","Empregado","15",0.0256137751537283,0.000796841846050855,1039400.21996812,33422.3671114916,"Motorista de caminhão (caminhoneiro),","novembro"
"183","Empregado","16",0.0028042784153303,0.000288632391455966,113796.876261011,11738.0605698839,"Motoboy,","novembro"
"184","Empregado","17",0.0100679468043077,0.000523803116877836,408554.617982642,21454.6199662553,"Entregador de mercadorias (de restaurante, de farmácia, de loja, Uber Eats, IFood, Rappy etc.)","novembro"
"185","Empregado","18",0.0505932017035976,0.00121236832272827,2053058.7413998,51396.2431066934,"Pedreiro, servente de pedreiro, pintor, eletricista, marceneiro","novembro"
"186","Empregado","19",0.0264267024469487,0.00088689416536006,1072388.59447833,37220.5892255529,"Mecânico de veículos, máquinas industriais etc.","novembro"
"187","Empregado","20",0.0146638401614853,0.000851292529476949,595054.754636849,35088.560569008,"Artesão, costureiro e sapateiro","novembro"
"188","Empregado","21",0.00490941788266963,0.00036558424040179,199222.878960093,14853.9792064197,"Cabeleireiro, manicure e afins","novembro"
"189","Empregado","22",0.052681255123258,0.00157416533702744,2137791.39680395,68867.4521294051,"Operador de máquinas, montador na indústria;","novembro"
"190","Empregado","23",0.061507908550321,0.00154621842325952,2495974.65790501,67544.9323450582,"Auxiliar de produção, de carga e descarga;","novembro"
"191","Empregado","24",0.0208085335865958,0.000803468426359265,844404.788334121,32910.5394852669,"Professor da educação infantil, de ensino fundamental, médio ou superior,","novembro"
"192","Empregado","25",0.00444349868500387,0.000361520814254562,180316.0011713,14674.6519316969,"Pedagogo, professor de idiomas, música, arte e reforço escolar","novembro"
"193","Empregado","26",0.0160484601820388,0.000783743619047281,651242.268788822,32071.6286373387,"Médico, enfermeiro, profissionais de saúde de nível superior","novembro"
"194","Empregado","27",0.019001293759678,0.000758471265512002,771067.474238114,31555.8001104421,"Técnico, profissional da saúde de nível médio","novembro"
"195","Empregado","28",0.00317731862457163,0.00028381280222081,128934.749269393,11541.1043066657,"Cuidador de crianças, doentes ou idosos","novembro"
"196","Empregado","29",0.0243229150745199,0.000872051441567972,987017.459433039,35996.3107625508,"Segurança, vigilante, outro trabalhador dos serviços de proteção","novembro"
"197","Empregado","31",0.0140209825061442,0.000675199295125091,568967.761042216,27682.9998829428,"Porteiro, zelador","novembro"
"198","Empregado","32",0.00204772541335748,0.000236364894916269,83096.155576593,9582.39297076691,"Artista, religioso (padre, pastor etc.)","novembro"
"199","Empregado","33",0.0355727821280402,0.0018121316723895,1443534.08846806,75993.1114694562,"Diretor, gerente, cargo político ou comissionado","novembro"
"200","Empregado","34",0.061281084408303,0.00182114566651258,2486770.19422511,75988.3639703876,"Outra profissão de nível superior (advogado, engenheiro, contador, jornalista etc.)","novembro"
"201","Empregado","35",0.0542864448369354,0.00140125087838468,2202929.57075423,60629.491403985,"Outro técnico ou profissional de nível médio","novembro"
"202","Empregado","36",0.110338982489591,0.00211598173821709,4477526.72077496,98886.1469166035,"Outros","novembro"
"203","Empregador","06",0.304869365193726,0.0108210385544968,796780.878151536,33676.4847978198,"Comerciante (dono do bar, da loja etc.)","novembro"
"204","Empregador","08",0.00744210812007802,0.00190845749988448,19450.06655374,5026.07382343651,"Vendedor a domicílio, representante de vendas, vendedor de catálogo (Avon, Natura etc.)","novembro"
"205","Empregador","09",0.00728904622368161,0.00191342978633175,19050.03688154,5003.94372102914,"Vendedor ambulante (feirante, camelô, comerciante de rua, quiosque)","novembro"
"206","Empregador","10",0.00760396201401882,0.00179670889218478,19873.074249723,4700.07273942938,"Cozinheiro e garçon (de restaurantes, empresas)","novembro"
"207","Empregador","11",0.0083610339976173,0.00171925829962153,21851.693779213,4492.42200416771,"Padeiro, açougueiro e doceiro","novembro"
"208","Empregador","12",0.0461045854363588,0.00379384750318631,120495.0587523,10089.3940169154,"Agricultor, criador de animais, pescador, silvicultor e jardineiro","novembro"
"209","Empregador","13",0.000195706897608022,0.000195776106647497,511.4830532,511.4830532,"Auxiliar da agropecuária (colhedor de frutas, boia fria, etc.)","novembro"
"210","Empregador","14",0.00208058837762229,0.000634167785173068,5437.650429522,1652.90046607217,"Motorista (de aplicativo, de taxi, de van, de mototáxi, de ônibus)","novembro"
"211","Empregador","15",0.00492843405382061,0.00123624659960578,12880.53986933,3222.3658780984,"Motorista de caminhão (caminhoneiro),","novembro"
"212","Empregador","16",0.00021483913077501,0.000214885752535511,561.48544532,561.48544532,"Motoboy,","novembro"
"213","Empregador","17",0.00365308353157275,0.00175364224864982,9547.3912323,4608.36496140361,"Entregador de mercadorias (de restaurante, de farmácia, de loja, Uber Eats, IFood, Rappy etc.)","novembro"
"214","Empregador","18",0.0337068588084537,0.00347275270343214,88093.405331374,9120.04730702019,"Pedreiro, servente de pedreiro, pintor, eletricista, marceneiro","novembro"
"215","Empregador","19",0.0383422425540344,0.00371443273150588,100208.053613684,9771.62034955301,"Mecânico de veículos, máquinas industriais etc.","novembro"
"216","Empregador","20",0.00909310373025173,0.00175862054367667,23764.9695328,4631.85260447677,"Artesão, costureiro e sapateiro","novembro"
"217","Empregador","21",0.0118514690828634,0.00175846660915767,30974.00074038,4603.02438601894,"Cabeleireiro, manicure e afins","novembro"
"218","Empregador","23",0.00106095626578204,0.000493076443845637,2772.82587771,1288.1677770372,"Auxiliar de produção, de carga e descarga;","novembro"
"219","Empregador","25",0.000534175263570219,0.000243780318942345,1396.075448,636.275467013061,"Pedagogo, professor de idiomas, música, arte e reforço escolar","novembro"
"220","Empregador","26",0.0405034437322603,0.00440913463296198,105856.38686473,12007.3036113913,"Médico, enfermeiro, profissionais de saúde de nível superior","novembro"
"221","Empregador","27",0.00151822963487162,0.000632127513859954,3967.91701567,1652.47225299669,"Técnico, profissional da saúde de nível médio","novembro"
"222","Empregador","28",0.000262859722853856,0.00026289460314266,686.98801755,686.988017550001,"Cuidador de crianças, doentes ou idosos","novembro"
"223","Empregador","29",0.000634893263046643,0.000401515753769912,1659.30352281,1049.00402622751,"Segurança, vigilante, outro trabalhador dos serviços de proteção","novembro"
"224","Empregador","32",0.00140343644874387,0.000936823313938052,3667.9032193,2454.07829637924,"Artista, religioso (padre, pastor etc.)","novembro"
"225","Empregador","33",0.275746557679114,0.0112222899374506,720667.96293296,37756.1249712977,"Diretor, gerente, cargo político ou comissionado","novembro"
"226","Empregador","34",0.102621701371557,0.00717735703549847,268203.42963707,21046.1858851175,"Outra profissão de nível superior (advogado, engenheiro, contador, jornalista etc.)","novembro"
"227","Empregador","35",0.012590407925401,0.00228918225913395,32905.229020674,6044.77011283985,"Outro técnico ou profissional de nível médio","novembro"
"228","Empregador","36",0.0773869115403174,0.00636801673760947,202251.909749436,17480.0013535776,"Outros","novembro"
"229","Trabalhador por conta própria","06",0.0840084891605268,0.00208570887171697,2008659.45485372,53382.9692213152,"Comerciante (dono do bar, da loja etc.)","novembro"
"230","Trabalhador por conta própria","08",0.0581493100918562,0.00172239760482967,1390361.41080978,42826.3572554032,"Vendedor a domicílio, representante de vendas, vendedor de catálogo (Avon, Natura etc.)","novembro"
"231","Trabalhador por conta própria","09",0.0429328525224053,0.00148121063413769,1026532.92547833,36549.8041550573,"Vendedor ambulante (feirante, camelô, comerciante de rua, quiosque)","novembro"
"232","Trabalhador por conta própria","10",0.0121960050831759,0.000768250195739126,291608.873895521,18494.707481844,"Cozinheiro e garçon (de restaurantes, empresas)","novembro"
"233","Trabalhador por conta própria","11",0.0152140204161985,0.000834759948739711,363770.212519116,20198.7608378273,"Padeiro, açougueiro e doceiro","novembro"
"234","Trabalhador por conta própria","12",0.152925504232773,0.00299461545271329,3656478.80392741,77605.0864818431,"Agricultor, criador de animais, pescador, silvicultor e jardineiro","novembro"
"235","Trabalhador por conta própria","13",0.00970308419888259,0.000592123559571685,232002.646543073,14201.074357537,"Auxiliar da agropecuária (colhedor de frutas, boia fria, etc.)","novembro"
"236","Trabalhador por conta própria","14",0.0448026911754673,0.00140653539274774,1071241.13445881,34307.8134304328,"Motorista (de aplicativo, de taxi, de van, de mototáxi, de ônibus)","novembro"
"237","Trabalhador por conta própria","15",0.019514515735923,0.000936784054822631,466595.89919481,22679.7912573589,"Motorista de caminhão (caminhoneiro),","novembro"
"238","Trabalhador por conta própria","16",0.00671545486545868,0.000609827563909535,160567.843130372,14699.3842411201,"Motoboy,","novembro"
"239","Trabalhador por conta própria","17",0.0108765403594246,0.000782399582899209,260060.213525679,18803.7770694216,"Entregador de mercadorias (de restaurante, de farmácia, de loja, Uber Eats, IFood, Rappy etc.)","novembro"
"240","Trabalhador por conta própria","18",0.169269238377959,0.00288674166418997,4047260.69331021,77300.7407233035,"Pedreiro, servente de pedreiro, pintor, eletricista, marceneiro","novembro"
"241","Trabalhador por conta própria","19",0.0330251941182065,0.00120399089543904,789638.869557061,29289.4012813363,"Mecânico de veículos, máquinas industriais etc.","novembro"
"242","Trabalhador por conta própria","20",0.0475553198078131,0.00157846034737456,1137057.02501122,38966.3314514827,"Artesão, costureiro e sapateiro","novembro"
"243","Trabalhador por conta própria","21",0.063819328829683,0.00179647696093448,1525932.67105671,45114.9669784699,"Cabeleireiro, manicure e afins","novembro"
"244","Trabalhador por conta própria","23",0.00559563591984701,0.000495996629827428,133792.752478175,11864.1862234016,"Auxiliar de produção, de carga e descarga;","novembro"
"245","Trabalhador por conta própria","25",0.00679700805652917,0.000578267203041249,162517.795926264,13864.5287589518,"Pedagogo, professor de idiomas, música, arte e reforço escolar","novembro"
"246","Trabalhador por conta própria","26",0.0182022047915835,0.00103806831441616,435218.287093983,25219.8699568268,"Médico, enfermeiro, profissionais de saúde de nível superior","novembro"
"247","Trabalhador por conta própria","27",0.00284688025802194,0.000372131327394164,68069.465410635,8913.60001545907,"Técnico, profissional da saúde de nível médio","novembro"
"248","Trabalhador por conta própria","28",0.00465092591669611,0.000461492060194176,111204.550989419,11059.8500892425,"Cuidador de crianças, doentes ou idosos","novembro"
"249","Trabalhador por conta própria","29",0.00254045978732829,0.000368871688455726,60742.891849201,8840.91441715429,"Segurança, vigilante, outro trabalhador dos serviços de proteção","novembro"
"250","Trabalhador por conta própria","32",0.00532743300474707,0.000506547665926253,127379.968167706,12143.8804344206,"Artista, religioso (padre, pastor etc.)","novembro"
"251","Trabalhador por conta própria","33",0.0120029959591632,0.000988450633816923,286993.987879891,23888.7029952321,"Diretor, gerente, cargo político ou comissionado","novembro"
"252","Trabalhador por conta própria","34",0.0553365758687977,0.00190546754297866,1323108.38379317,47145.1249297742,"Outra profissão de nível superior (advogado, engenheiro, contador, jornalista etc.)","novembro"
"253","Trabalhador por conta própria","35",0.0293939411674629,0.00126571554564639,702814.899201648,31007.7276507973,"Outro técnico ou profissional de nível médio","novembro"
"254","Trabalhador por conta própria","36",0.08659839029407,0.0021554923644027,2070584.49898929,54777.2996741683,"Outros","novembro"
